,Km,EngSize,Hp,Fuel Consumption,Price,Age,Fiat,Ford,Renault,Toyota,Volkswagen,Manuel,Automatic,Semi-Automatic,Benzin,Diesel,Hybrid,Benzin&LPG
3256,7150,999,100,5.0,570000,2,0,0,1,0,0,0,1,0,1,0,0,0
3257,115400,1149,75,5.5,345000,10,0,0,1,0,0,1,0,0,1,0,0,0
3258,188000,1390,75,7.1,195750,22,0,0,1,0,0,1,0,0,0,0,0,1
3259,147000,1390,98,7.0,240000,17,0,0,1,0,0,1,0,0,0,0,0,1
3260,205000,1461,90,3.6,322500,9,0,0,1,0,0,1,0,0,0,1,0,0
3261,234000,1390,75,7.1,190000,16,0,0,1,0,0,1,0,0,0,0,0,1
3262,38000,1461,90,3.7,575000,4,0,0,1,0,0,0,0,1,0,1,0,0
3263,252000,1598,90,7.2,185000,23,0,0,1,0,0,1,0,0,0,0,0,1
3264,44700,1197,120,5.3,457000,7,0,0,1,0,0,1,0,0,1,0,0,0
3265,107000,1461,90,3.6,370000,6,0,0,1,0,0,1,0,0,0,1,0,0
3266,162000,1461,90,3.7,434000,6,0,0,1,0,0,0,0,1,0,1,0,0
3267,244000,1390,75,7.1,220000,22,0,0,1,0,0,1,0,0,0,0,0,1
3268,220000,1461,75,3.6,325000,10,0,0,1,0,0,1,0,0,0,1,0,0
3269,280000,1461,75,3.6,310000,8,0,0,1,0,0,1,0,0,0,1,0,0
3270,100880,1461,75,3.6,385000,7,0,0,1,0,0,1,0,0,0,1,0,0
3271,17400,898,90,5.0,475000,4,0,0,1,0,0,1,0,0,1,0,0,0
3272,263000,1598,90,7.2,175000,23,0,0,1,0,0,1,0,0,1,0,0,0
3273,124000,1461,90,3.7,450000,7,0,0,1,0,0,0,0,1,0,1,0,0
3274,1025,999,90,5.0,655000,1,0,0,1,0,0,0,1,0,1,0,0,0
3275,127800,1390,75,7.1,256800,18,0,0,1,0,0,1,0,0,0,0,0,1
3276,180000,1461,75,3.6,410000,7,0,0,1,0,0,1,0,0,0,1,0,0
3277,117000,1461,75,3.6,385000,10,0,0,1,0,0,1,0,0,0,1,0,0
3278,136000,1149,75,5.9,250000,12,0,0,1,0,0,1,0,0,0,0,0,1
3279,210000,1461,75,4.9,225000,17,0,0,1,0,0,1,0,0,0,1,0,0
3280,104000,1461,90,3.6,377000,9,0,0,1,0,0,1,0,0,0,1,0,0
3281,103000,1461,90,3.7,469900,4,0,0,1,0,0,0,0,1,0,1,0,0
3282,240000,1461,75,4.4,269900,11,0,0,1,0,0,1,0,0,0,1,0,0
3283,80000,1461,90,3.7,485000,6,0,0,1,0,0,0,0,1,0,1,0,0
3284,35000,999,72,4.9,442000,1,0,0,1,0,0,1,0,0,1,0,0,0
3285,108000,1461,90,3.7,509900,5,0,0,1,0,0,0,0,1,0,1,0,0
3286,140000,1461,85,4.8,337000,13,0,0,1,0,0,0,0,1,0,1,0,0
3287,187000,1149,80,5.6,313000,14,0,0,1,0,0,0,0,1,1,0,0,0
3288,20000,999,100,5.0,580000,1,0,0,1,0,0,0,1,0,1,0,0,0
3289,237000,1461,90,3.7,415000,8,0,0,1,0,0,0,0,1,0,1,0,0
3290,155000,1149,75,5.5,330000,10,0,0,1,0,0,1,0,0,0,0,0,1
3291,165700,1461,90,3.7,460000,5,0,0,1,0,0,0,0,1,0,1,0,0
3292,46000,1461,90,3.7,530000,6,0,0,1,0,0,0,0,1,0,1,0,0
3293,240254,1461,90,3.7,476500,5,0,0,1,0,0,0,0,1,0,1,0,0
3294,198154,1461,75,4.4,321500,11,0,0,1,0,0,1,0,0,0,1,0,0
3295,320000,1390,75,7.1,155000,23,0,0,1,0,0,1,0,0,0,0,0,1
3296,17072,999,65,4.9,459000,1,0,0,1,0,0,1,0,0,1,0,0,0
3297,150000,1461,75,3.6,421000,6,0,0,1,0,0,1,0,0,0,1,0,0
3298,117000,1390,75,7.1,246500,18,0,0,1,0,0,1,0,0,1,0,0,0
3299,162000,1461,90,3.7,456500,5,0,0,1,0,0,0,0,1,0,1,0,0
3300,8758,999,65,4.9,458000,2,0,0,1,0,0,1,0,0,1,0,0,0
3301,22544,1332,130,5.2,584000,3,0,0,1,0,0,0,0,1,1,0,0,0
3302,101000,1461,90,3.6,400000,4,0,0,1,0,0,1,0,0,0,1,0,0
3303,285000,1461,65,4.7,195000,15,0,0,1,0,0,1,0,0,0,1,0,0
3304,265000,1461,90,3.7,343000,9,0,0,1,0,0,0,0,1,0,1,0,0
3305,152000,1461,75,3.6,362500,6,0,0,1,0,0,1,0,0,0,1,0,0
3306,58000,1149,75,5.9,305000,12,0,0,1,0,0,1,0,0,0,0,0,1
3307,47000,1332,130,5.2,644000,3,0,0,1,0,0,0,0,1,1,0,0,0
3308,314300,1461,65,4.9,166950,19,0,0,1,0,0,1,0,0,0,1,0,0
3309,38800,1332,130,5.2,607500,3,0,0,1,0,0,0,0,1,1,0,0,0
3310,220000,1461,75,3.6,325000,10,0,0,1,0,0,1,0,0,0,1,0,0
3311,70000,1149,75,5.5,370000,6,0,0,1,0,0,1,0,0,1,0,0,0
3312,260605,1390,98,7.0,176000,22,0,0,1,0,0,1,0,0,0,0,0,1
3313,500,999,90,5.0,582000,1,0,0,1,0,0,0,1,0,1,0,0,0
3314,270000,1461,65,4.3,180000,20,0,0,1,0,0,1,0,0,0,1,0,0
3315,160500,1461,75,4.0,326000,9,0,0,1,0,0,1,0,0,0,1,0,0
3316,120000,1461,90,3.7,460000,6,0,0,1,0,0,0,0,1,0,1,0,0
3317,370000,1390,98,6.7,153000,21,0,0,1,0,0,1,0,0,1,0,0,0
3318,120500,1461,75,4.0,340000,9,0,0,1,0,0,1,0,0,0,1,0,0
3319,370000,1461,80,4.7,185000,18,0,0,1,0,0,1,0,0,0,1,0,0
3320,285000,1390,75,7.1,175000,22,0,0,1,0,0,1,0,0,0,0,0,1
3321,108700,1149,75,5.9,263750,14,0,0,1,0,0,1,0,0,1,0,0,0
3322,215000,1390,75,6.8,179000,22,0,0,1,0,0,1,0,0,0,0,0,1
3323,75000,1390,75,7.1,285000,15,0,0,1,0,0,1,0,0,1,0,0,0
3324,180000,1461,90,3.6,408000,5,0,0,1,0,0,1,0,0,0,1,0,0
3325,285000,1461,65,4.7,165000,16,0,0,1,0,0,1,0,0,0,1,0,0
3326,219000,1461,65,4.7,160000,18,0,0,1,0,0,1,0,0,0,1,0,0
3327,238000,1390,75,7.1,170000,22,0,0,1,0,0,1,0,0,0,0,0,1
3328,190000,1461,75,4.0,335000,9,0,0,1,0,0,1,0,0,0,1,0,0
3329,161000,1461,90,3.6,372000,10,0,0,1,0,0,1,0,0,0,1,0,0
3330,45000,999,100,5.0,565000,3,0,0,1,0,0,0,1,0,1,0,0,0
3331,81000,1149,75,5.5,425000,7,0,0,1,0,0,1,0,0,1,0,0,0
3332,95000,1461,90,3.7,477500,4,0,0,1,0,0,0,0,1,0,1,0,0
3333,20500,999,72,4.9,425000,3,0,0,1,0,0,1,0,0,1,0,0,0
3334,196000,1461,75,3.6,350000,7,0,0,1,0,0,1,0,0,0,1,0,0
3335,211000,1598,90,7.8,225000,23,0,0,1,0,0,0,1,0,0,0,0,1
3336,80500,1149,75,5.5,369000,10,0,0,1,0,0,1,0,0,0,0,0,1
3337,356000,1390,75,7.1,160000,22,0,0,1,0,0,1,0,0,0,0,0,1
3338,162000,1390,75,7.1,234750,18,0,0,1,0,0,1,0,0,0,0,0,1
3339,290000,1461,65,4.7,160000,21,0,0,1,0,0,1,0,0,0,1,0,0
3340,37400,999,90,5.0,510000,3,0,0,1,0,0,1,0,0,1,0,0,0
3341,71000,1149,75,5.5,395000,8,0,0,1,0,0,1,0,0,1,0,0,0
3342,258000,1149,75,5.9,228500,12,0,0,1,0,0,1,0,0,1,0,0,0
3343,90000,1390,75,7.1,258000,17,0,0,1,0,0,1,0,0,1,0,0,0
3344,355000,1461,80,4.6,185000,15,0,0,1,0,0,1,0,0,0,1,0,0
3345,52500,898,90,5.0,435000,4,0,0,1,0,0,1,0,0,1,0,0,0
3346,93000,1461,90,3.7,527000,6,0,0,1,0,0,0,0,1,0,1,0,0
3347,120251,1461,115,3.6,435000,8,0,0,1,0,0,1,0,0,0,1,0,0
3348,207000,1461,65,4.9,254000,16,0,0,1,0,0,1,0,0,0,1,0,0
3349,212800,1149,80,5.6,275000,14,0,0,1,0,0,0,0,1,0,0,0,1
3350,195000,1461,75,3.6,287500,8,0,0,1,0,0,1,0,0,0,1,0,0
3351,203000,1461,65,4.7,210000,19,0,0,1,0,0,1,0,0,0,1,0,0
3352,6001,999,90,5.0,629900,2,0,0,1,0,0,0,1,0,1,0,0,0
3353,99000,1461,90,3.7,497500,6,0,0,1,0,0,0,0,1,0,1,0,0
3354,261144,1461,75,3.6,295000,10,0,0,1,0,0,1,0,0,0,1,0,0
3355,9603,999,72,4.9,475000,1,0,0,1,0,0,1,0,0,1,0,0,0
3356,6100,999,90,5.0,620000,1,0,0,1,0,0,0,1,0,1,0,0,0
3357,292000,1461,65,4.9,195000,19,0,0,1,0,0,1,0,0,0,1,0,0
3358,84000,1149,75,5.5,367000,10,0,0,1,0,0,1,0,0,1,0,0,0
3359,90000,1461,90,3.7,546500,4,0,0,1,0,0,0,0,1,0,1,0,0
3360,139000,898,90,4.5,395500,10,0,0,1,0,0,1,0,0,1,0,0,0
3361,121700,1461,90,3.7,480000,7,0,0,1,0,0,0,0,1,0,1,0,0
3362,6001,999,90,5.0,575000,1,0,0,1,0,0,0,1,0,1,0,0,0
3363,6001,999,90,5.0,575000,1,0,0,1,0,0,0,1,0,1,0,0,0
3364,6001,999,90,5.0,575000,1,0,0,1,0,0,0,1,0,1,0,0,0
3365,6001,999,90,5.0,575000,1,0,0,1,0,0,0,1,0,1,0,0,0
3366,126000,1149,75,5.5,318000,10,0,0,1,0,0,1,0,0,1,0,0,0
3367,6200,999,65,4.9,485000,2,0,0,1,0,0,1,0,0,1,0,0,0
3368,18000,898,90,5.0,440000,3,0,0,1,0,0,1,0,0,1,0,0,0
3369,144000,1461,75,3.6,370000,9,0,0,1,0,0,1,0,0,0,1,0,0
3370,150150,1461,90,3.6,365000,10,0,0,1,0,0,1,0,0,0,1,0,0
3371,269000,1390,98,6.7,220000,19,0,0,1,0,0,1,0,0,0,0,0,1
3372,233000,1390,75,7.1,157850,23,0,0,1,0,0,1,0,0,0,0,0,1
3373,12000,999,90,5.0,599900,2,0,0,1,0,0,0,1,0,1,0,0,0
3374,210000,1461,90,3.6,385000,8,0,0,1,0,0,1,0,0,0,1,0,0
3375,239000,1149,65,5.9,212000,18,0,0,1,0,0,1,0,0,0,0,0,1
3376,235000,1598,90,7.2,170000,23,0,0,1,0,0,1,0,0,1,0,0,0
3377,64500,898,90,5.0,400000,4,0,0,1,0,0,1,0,0,1,0,0,0
3378,174000,1390,98,7.0,184000,22,0,0,1,0,0,1,0,0,0,0,0,1
3379,270000,1390,75,6.8,178500,22,0,0,1,0,0,1,0,0,0,0,0,1
3380,169600,1461,90,3.7,437000,7,0,0,1,0,0,0,0,1,0,1,0,0
3381,280000,1461,65,4.7,165000,20,0,0,1,0,0,1,0,0,0,1,0,0
3382,141000,1461,75,3.6,362000,8,0,0,1,0,0,1,0,0,0,1,0,0
3383,41000,999,72,4.9,436500,3,0,0,1,0,0,1,0,0,1,0,0,0
3384,19500,999,100,5.0,546500,3,0,0,1,0,0,0,1,0,1,0,0,0
3385,212199,1461,75,4.0,315500,10,0,0,1,0,0,1,0,0,0,1,0,0
3386,296000,1461,65,5.0,265000,15,0,0,1,0,0,1,0,0,0,1,0,0
3387,169000,1461,90,3.6,402500,9,0,0,1,0,0,1,0,0,0,1,0,0
3388,39000,898,90,5.0,413000,4,0,0,1,0,0,1,0,0,1,0,0,0
3389,269000,1390,75,7.1,199000,23,0,0,1,0,0,1,0,0,0,0,0,1
3390,175000,1461,75,4.4,277000,11,0,0,1,0,0,1,0,0,0,1,0,0
3391,155000,1461,75,3.6,368000,8,0,0,1,0,0,1,0,0,0,1,0,0
3392,95000,1149,75,5.9,328500,13,0,0,1,0,0,1,0,0,1,0,0,0
3393,180000,1461,75,3.6,365000,10,0,0,1,0,0,1,0,0,0,1,0,0
3394,78600,1149,75,5.9,355000,11,0,0,1,0,0,1,0,0,1,0,0,0
3395,210000,1390,75,6.8,175000,22,0,0,1,0,0,1,0,0,0,0,0,1
3396,236000,1461,65,4.7,190000,20,0,0,1,0,0,1,0,0,0,1,0,0
3397,252500,1461,80,4.8,225000,15,0,0,1,0,0,1,0,0,0,1,0,0
3398,97000,898,90,4.5,378500,10,0,0,1,0,0,1,0,0,1,0,0,0
3399,108000,1461,75,3.6,510000,7,0,0,1,0,0,1,0,0,0,1,0,0
3400,137000,1461,90,3.7,420000,9,0,0,1,0,0,0,0,1,0,1,0,0
3401,37000,1461,75,3.6,425000,5,0,0,1,0,0,1,0,0,0,1,0,0
3402,32500,898,90,5.0,439600,3,0,0,1,0,0,1,0,0,0,0,0,1
3403,20000,999,90,5.0,505550,3,0,0,1,0,0,1,0,0,1,0,0,0
3404,10000,898,90,5.0,355000,3,0,0,1,0,0,1,0,0,1,0,0,0
3405,205000,1390,75,6.8,165000,22,0,0,1,0,0,1,0,0,0,0,0,1
3406,285000,1461,65,4.7,174000,18,0,0,1,0,0,1,0,0,0,1,0,0
3407,275000,1598,90,7.8,180000,24,0,0,1,0,0,0,1,0,0,0,0,1
3408,255074,1461,75,4.9,210000,18,0,0,1,0,0,1,0,0,0,1,0,0
3409,117000,1149,75,5.5,355000,10,0,0,1,0,0,1,0,0,0,0,0,1
3410,182900,1461,75,3.6,408000,7,0,0,1,0,0,1,0,0,0,1,0,0
3411,197500,1461,80,4.7,219750,17,0,0,1,0,0,1,0,0,0,1,0,0
3412,157000,1390,75,7.1,255000,16,0,0,1,0,0,1,0,0,0,0,0,1
3413,251200,1461,80,4.6,181500,16,0,0,1,0,0,1,0,0,0,1,0,0
3414,179000,1461,90,3.6,360000,10,0,0,1,0,0,1,0,0,0,1,0,0
3415,296077,1461,65,4.9,218800,15,0,0,1,0,0,1,0,0,0,1,0,0
3416,278000,1461,68,4.6,195000,18,0,0,1,0,0,1,0,0,0,1,0,0
3417,100000,999,100,5.0,545000,3,0,0,1,0,0,0,1,0,1,0,0,0
3418,190000,1390,75,7.1,190000,15,0,0,1,0,0,1,0,0,0,0,0,1
3419,99978,1461,90,3.7,550000,4,0,0,1,0,0,0,0,1,0,1,0,0
3420,188000,1390,75,7.1,195000,22,0,0,1,0,0,1,0,0,1,0,0,0
3421,71000,1461,90,3.7,476000,4,0,0,1,0,0,0,0,1,0,1,0,0
3422,31900,999,90,5.0,530000,2,0,0,1,0,0,0,1,0,1,0,0,0
3423,37000,898,90,5.0,427950,4,0,0,1,0,0,1,0,0,1,0,0,0
3424,204000,1598,90,7.2,185000,22,0,0,1,0,0,1,0,0,0,0,0,1
3425,48000,1149,75,5.5,420000,5,0,0,1,0,0,1,0,0,0,0,0,1
3426,218000,1461,80,4.8,250000,16,0,0,1,0,0,1,0,0,0,1,0,0
3427,19000,999,90,5.0,575000,3,0,0,1,0,0,1,0,0,1,0,0,0
3428,115000,1149,75,5.5,330000,10,0,0,1,0,0,1,0,0,1,0,0,0
3429,145000,1461,90,3.6,313000,8,0,0,1,0,0,1,0,0,0,1,0,0
3430,313300,1461,90,3.6,260000,10,0,0,1,0,0,1,0,0,0,1,0,0
3431,228000,1390,75,6.8,198000,22,0,0,1,0,0,1,0,0,0,0,0,1
3432,116000,1149,75,5.5,392000,9,0,0,1,0,0,1,0,0,1,0,0,0
3433,157000,1461,75,3.6,350000,8,0,0,1,0,0,1,0,0,0,1,0,0
3434,29000,898,90,5.0,410000,4,0,0,1,0,0,1,0,0,1,0,0,0
3435,207000,1390,75,7.1,160000,22,0,0,1,0,0,1,0,0,0,0,0,1
3436,228000,1461,75,4.0,325000,8,0,0,1,0,0,1,0,0,0,1,0,0
3437,146000,1461,90,3.6,385000,7,0,0,1,0,0,1,0,0,0,1,0,0
3438,142000,1461,90,3.6,388000,9,0,0,1,0,0,1,0,0,0,1,0,0
3439,79000,1461,90,3.7,472000,8,0,0,1,0,0,0,0,1,0,1,0,0
3440,38000,1332,130,5.2,625000,3,0,0,1,0,0,0,0,1,1,0,0,0
3441,154000,1461,75,4.0,390000,5,0,0,1,0,0,1,0,0,0,1,0,0
3442,99000,1461,90,3.6,436500,6,0,0,1,0,0,1,0,0,0,1,0,0
3443,164000,1461,65,4.5,320000,12,0,0,1,0,0,1,0,0,0,1,0,0
3444,238000,1461,65,4.7,187500,21,0,0,1,0,0,1,0,0,0,1,0,0
3445,210000,1461,65,4.7,180000,18,0,0,1,0,0,1,0,0,0,1,0,0
3446,213000,1461,80,4.6,174000,16,0,0,1,0,0,1,0,0,0,1,0,0
3447,234000,1390,75,6.8,189999,24,0,0,1,0,0,1,0,0,0,0,0,1
3448,91155,1461,75,3.6,450000,5,0,0,1,0,0,1,0,0,0,1,0,0
3449,42950,898,90,5.0,438000,3,0,0,1,0,0,1,0,0,0,0,0,1
3450,354000,1390,75,7.1,155000,23,0,0,1,0,0,1,0,0,0,0,0,1
3451,260000,1390,98,6.6,167000,18,0,0,1,0,0,1,0,0,1,0,0,0
3452,305000,1461,68,4.5,200000,14,0,0,1,0,0,1,0,0,0,1,0,0
3453,255000,1461,65,5.0,175000,17,0,0,1,0,0,1,0,0,0,1,0,0
3454,278450,1461,80,4.8,210000,16,0,0,1,0,0,1,0,0,0,1,0,0
3455,134000,1461,80,4.2,220000,19,0,0,1,0,0,1,0,0,0,1,0,0
3456,188000,1461,90,3.6,375000,7,0,0,1,0,0,1,0,0,0,1,0,0
3457,132000,1461,90,3.6,455000,7,0,0,1,0,0,1,0,0,0,1,0,0
3458,270100,1461,65,4.9,192500,17,0,0,1,0,0,1,0,0,0,1,0,0
3459,185000,1149,75,5.5,305000,10,0,0,1,0,0,1,0,0,0,0,0,1
3460,228100,1149,75,5.5,244200,10,0,0,1,0,0,1,0,0,1,0,0,0
3461,305000,1461,68,4.5,214000,14,0,0,1,0,0,1,0,0,0,1,0,0
3462,302000,1390,75,7.1,180000,18,0,0,1,0,0,1,0,0,0,0,0,1
3463,230000,1461,65,5.0,225000,17,0,0,1,0,0,1,0,0,0,1,0,0
3464,228000,1149,75,5.5,295000,8,0,0,1,0,0,1,0,0,0,0,0,1
3465,236000,1390,98,6.7,182900,22,0,0,1,0,0,1,0,0,0,0,0,1
3466,79000,1149,75,5.5,305000,8,0,0,1,0,0,1,0,0,1,0,0,0
3467,149000,1461,75,4.0,390000,9,0,0,1,0,0,1,0,0,0,1,0,0
3468,182000,1390,75,7.1,217500,18,0,0,1,0,0,1,0,0,0,0,0,1
3469,247000,1390,75,7.1,175000,22,0,0,1,0,0,1,0,0,0,0,0,1
3470,58000,1149,75,5.5,410000,6,0,0,1,0,0,1,0,0,1,0,0,0
3471,176500,1461,85,4.8,273000,17,0,0,1,0,0,1,0,0,0,1,0,0
3472,190000,1461,65,4.7,225000,17,0,0,1,0,0,1,0,0,0,1,0,0
3473,130000,1461,75,3.6,378000,6,0,0,1,0,0,1,0,0,0,1,0,0
3474,155600,1390,75,7.1,185000,23,0,0,1,0,0,1,0,0,0,0,0,1
3475,168000,1461,80,4.8,200000,18,0,0,1,0,0,1,0,0,0,1,0,0
3476,120,999,65,4.9,550000,1,0,0,1,0,0,1,0,0,1,0,0,0
3477,95000,898,90,5.0,395000,3,0,0,1,0,0,1,0,0,1,0,0,0
3478,128000,1149,75,5.5,370000,9,0,0,1,0,0,1,0,0,1,0,0,0
3479,150000,1461,75,3.6,335000,8,0,0,1,0,0,1,0,0,0,1,0,0
3480,212999,1461,65,4.9,235000,15,0,0,1,0,0,1,0,0,0,1,0,0
3481,147000,1149,75,5.9,307000,11,0,0,1,0,0,1,0,0,1,0,0,0
3482,87000,1149,75,5.5,360000,8,0,0,1,0,0,1,0,0,1,0,0,0
3483,165000,1461,75,4.4,295000,11,0,0,1,0,0,1,0,0,0,1,0,0
3484,160000,1390,75,7.1,210000,16,0,0,1,0,0,1,0,0,0,0,0,1
3485,175000,1461,90,3.7,425000,8,0,0,1,0,0,0,0,1,0,1,0,0
3486,20000,898,90,5.0,455000,4,0,0,1,0,0,1,0,0,1,0,0,0
3487,105000,1149,75,5.9,314750,11,0,0,1,0,0,1,0,0,1,0,0,0
3488,133000,1461,75,3.6,445950,4,0,0,1,0,0,1,0,0,0,1,0,0
3489,172000,1149,75,5.5,309000,10,0,0,1,0,0,1,0,0,0,0,0,1
3490,151000,1149,80,5.6,295000,15,0,0,1,0,0,0,0,1,1,0,0,0
3491,212000,1461,90,3.7,367500,9,0,0,1,0,0,0,0,1,0,1,0,0
3492,39100,1461,90,3.7,552950,5,0,0,1,0,0,0,0,1,0,1,0,0
3493,8500,999,90,5.0,600000,2,0,0,1,0,0,0,1,0,1,0,0,0
3494,252000,1461,86,4.4,232000,15,0,0,1,0,0,1,0,0,0,1,0,0
3495,177000,1461,80,4.7,210000,18,0,0,1,0,0,1,0,0,0,1,0,0
3496,92000,1461,75,3.6,412500,10,0,0,1,0,0,1,0,0,0,1,0,0
3497,229000,1390,75,6.8,165000,22,0,0,1,0,0,1,0,0,0,0,0,1
3498,113000,1461,90,3.6,426500,10,0,0,1,0,0,1,0,0,0,1,0,0
3499,275000,1461,70,4.5,215000,11,0,0,1,0,0,1,0,0,0,1,0,0
3500,116000,1461,75,3.6,395000,5,0,0,1,0,0,1,0,0,0,1,0,0
3501,189000,1390,98,7.0,218000,17,0,0,1,0,0,1,0,0,0,0,0,1
3502,235000,1461,65,4.3,197000,16,0,0,1,0,0,1,0,0,0,1,0,0
3503,68613,999,100,5.0,566000,3,0,0,1,0,0,0,1,0,1,0,0,0
3504,286000,1390,75,7.1,165000,23,0,0,1,0,0,1,0,0,0,0,0,1
3505,178000,1461,90,3.6,410000,8,0,0,1,0,0,1,0,0,0,1,0,0
3506,38400,999,90,5.0,570000,2,0,0,1,0,0,0,1,0,1,0,0,0
3507,64000,1598,90,7.2,145000,23,0,0,1,0,0,1,0,0,1,0,0,0
3508,100000,1461,90,3.6,550000,6,0,0,1,0,0,1,0,0,0,1,0,0
3509,157000,1461,75,3.6,355000,6,0,0,1,0,0,1,0,0,0,1,0,0
3510,203000,1390,75,7.1,198000,22,0,0,1,0,0,1,0,0,0,0,0,1
3511,180000,1461,75,3.6,340000,8,0,0,1,0,0,1,0,0,0,1,0,0
3512,210000,1461,65,4.9,235000,16,0,0,1,0,0,1,0,0,0,1,0,0
3513,311000,1461,85,4.8,212000,17,0,0,1,0,0,1,0,0,0,1,0,0
3514,176000,1461,90,3.6,475000,7,0,0,1,0,0,1,0,0,0,1,0,0
3515,249000,1461,80,4.2,162000,20,0,0,1,0,0,1,0,0,0,1,0,0
3516,171800,1461,85,4.8,305000,13,0,0,1,0,0,0,0,1,0,1,0,0
3517,168600,1461,90,4.4,295000,11,0,0,1,0,0,1,0,0,0,1,0,0
3518,77000,1149,75,5.9,250000,11,0,0,1,0,0,1,0,0,1,0,0,0
3519,174500,1461,90,3.7,433000,9,0,0,1,0,0,0,0,1,0,1,0,0
3520,107000,1461,75,3.6,387500,6,0,0,1,0,0,1,0,0,0,1,0,0
3521,93000,1461,75,3.6,372000,5,0,0,1,0,0,1,0,0,0,1,0,0
3522,162000,1461,65,4.9,215000,14,0,0,1,0,0,1,0,0,0,1,0,0
3523,126000,1461,75,3.6,399000,5,0,0,1,0,0,1,0,0,0,1,0,0
3524,256000,1461,65,4.9,242500,15,0,0,1,0,0,1,0,0,0,1,0,0
3525,231500,1390,75,7.1,167000,18,0,0,1,0,0,1,0,0,0,0,0,1
3526,6838,898,90,5.0,490000,3,0,0,1,0,0,1,0,0,1,0,0,0
3527,157000,1149,75,5.8,228500,17,0,0,1,0,0,0,0,1,0,0,0,1
3528,198900,1461,75,3.6,334950,8,0,0,1,0,0,1,0,0,0,1,0,0
3529,69800,898,90,5.0,387500,3,0,0,1,0,0,1,0,0,1,0,0,0
3530,327000,1461,65,4.7,164000,18,0,0,1,0,0,1,0,0,0,1,0,0
3531,20000,999,100,5.0,595000,1,0,0,1,0,0,0,1,0,1,0,0,0
3532,135000,1461,65,4.5,285000,11,0,0,1,0,0,1,0,0,0,1,0,0
3533,73000,1390,98,7.0,267000,17,0,0,1,0,0,1,0,0,1,0,0,0
3534,136000,1461,90,3.7,505900,5,0,0,1,0,0,0,0,1,0,1,0,0
3535,171000,1461,75,3.6,350000,7,0,0,1,0,0,1,0,0,0,1,0,0
3536,200000,1149,75,5.9,255000,15,0,0,1,0,0,1,0,0,0,0,0,1
3537,165000,1461,65,4.9,265000,15,0,0,1,0,0,1,0,0,0,1,0,0
3538,107000,1149,75,5.5,370000,9,0,0,1,0,0,1,0,0,1,0,0,0
3539,182000,1461,75,3.6,405000,6,0,0,1,0,0,1,0,0,0,1,0,0
3540,194000,1461,65,4.5,285000,12,0,0,1,0,0,1,0,0,0,1,0,0
3541,265000,1461,85,4.8,200000,14,0,0,1,0,0,1,0,0,0,1,0,0
3542,82000,1149,75,5.5,365000,8,0,0,1,0,0,1,0,0,1,0,0,0
3543,160000,1390,98,6.7,220000,22,0,0,1,0,0,1,0,0,1,0,0,0
3544,270000,1390,75,7.1,230000,19,0,0,1,0,0,1,0,0,0,0,0,1
3545,222000,1461,75,4.0,287500,9,0,0,1,0,0,1,0,0,0,1,0,0
3546,250000,1461,65,4.7,185000,20,0,0,1,0,0,1,0,0,0,1,0,0
3547,122500,1461,75,3.6,423000,5,0,0,1,0,0,1,0,0,0,1,0,0
3548,191000,1461,75,4.9,245000,17,0,0,1,0,0,1,0,0,0,1,0,0
3549,156000,1461,75,3.6,310000,9,0,0,1,0,0,1,0,0,0,1,0,0
3550,118000,1149,75,5.9,244000,19,0,0,1,0,0,1,0,0,1,0,0,0
3551,265000,1461,80,4.8,224750,16,0,0,1,0,0,1,0,0,0,1,0,0
3552,137830,1461,90,3.7,467000,5,0,0,1,0,0,0,0,1,0,1,0,0
3553,218500,1461,90,3.6,275000,11,0,0,1,0,0,1,0,0,0,1,0,0
3554,197000,1461,75,3.6,292500,9,0,0,1,0,0,1,0,0,0,1,0,0
3555,285000,1149,75,5.9,180000,18,0,0,1,0,0,1,0,0,0,0,0,1
3556,175000,1390,98,6.7,210000,22,0,0,1,0,0,0,1,0,0,0,0,1
3557,204500,1461,75,3.6,405000,4,0,0,1,0,0,1,0,0,0,1,0,0
3558,239000,1390,75,6.8,180000,22,0,0,1,0,0,1,0,0,0,0,0,1
3559,275000,1461,65,4.7,180000,17,0,0,1,0,0,1,0,0,0,1,0,0
3560,158000,1390,75,7.1,260000,18,0,0,1,0,0,1,0,0,1,0,0,0
3561,152000,1461,90,3.6,375000,9,0,0,1,0,0,1,0,0,0,1,0,0
3562,143000,1461,75,3.6,358000,6,0,0,1,0,0,1,0,0,0,1,0,0
3563,161000,1461,75,3.6,350000,9,0,0,1,0,0,1,0,0,0,1,0,0
3564,24600,999,100,5.0,575000,3,0,0,1,0,0,0,1,0,1,0,0,0
3565,23000,898,90,5.1,480000,3,0,0,1,0,0,1,0,0,1,0,0,0
3566,94500,1149,75,5.5,395000,6,0,0,1,0,0,1,0,0,1,0,0,0
3567,33000,898,90,5.0,435000,4,0,0,1,0,0,1,0,0,1,0,0,0
3568,91900,1149,75,5.9,276000,14,0,0,1,0,0,1,0,0,1,0,0,0
3569,195000,1390,98,7.0,225000,17,0,0,1,0,0,1,0,0,0,0,0,1
3570,240000,1461,85,4.4,185000,13,0,0,1,0,0,1,0,0,0,1,0,0
3571,48000,898,90,5.0,400000,3,0,0,1,0,0,1,0,0,1,0,0,0
3572,283000,1390,75,6.8,178000,22,0,0,1,0,0,1,0,0,0,0,0,1
