,Km,EngSize,Hp,Fuel Consumption,Price,Age,Fiat,Ford,Renault,Toyota,Volkswagen,Manuel,Automatic,Semi-Automatic,Benzin,Diesel,Hybrid,Benzin&LPG
11105,192000,1598,110,7.0,235000,23,0,0,0,1,0,1,0,0,0,0,0,1
11106,252000,1398,97,6.8,217500,21,0,0,0,1,0,1,0,0,0,0,0,1
11107,233000,1364,90,4.9,265000,16,0,0,0,1,0,1,0,0,0,1,0,0
11108,37000,1598,132,5.5,710000,3,0,0,0,1,0,0,1,0,0,0,0,1
11109,22000,1598,132,5.5,708000,3,0,0,0,1,0,0,1,0,1,0,0,0
11110,98000,1598,132,6.1,520000,8,0,0,0,1,0,0,1,0,0,0,0,1
11111,18266,1798,98,3.5,870000,1,0,0,0,1,0,0,1,0,0,0,1,0
11112,196000,1332,86,6.9,172000,23,0,0,0,1,0,1,0,0,0,0,0,1
11113,101000,1598,124,7.0,490000,12,0,0,0,1,0,1,0,0,0,0,0,1
11114,93000,1598,124,7.0,450000,10,0,0,0,1,0,1,0,0,0,0,0,1
11115,250000,1364,90,4.1,465000,7,0,0,0,1,0,0,0,1,0,1,0,0
11116,140000,1598,132,6.3,430000,8,0,0,0,1,0,1,0,0,1,0,0,0
11117,226000,1598,110,6.5,285000,17,0,0,0,1,0,1,0,0,0,0,0,1
11118,67000,1329,99,5.8,480000,7,0,0,0,1,0,1,0,0,1,0,0,0
11119,8900,1798,98,3.5,960000,1,0,0,0,1,0,0,1,0,0,0,1,0
11120,50000,1364,90,4.1,637000,6,0,0,0,1,0,1,0,0,0,1,0,0
11121,322000,1598,110,7.0,255000,19,0,0,0,1,0,1,0,0,0,0,0,1
11122,287000,1332,86,6.9,177500,23,0,0,0,1,0,1,0,0,0,0,0,1
11123,31693,1490,125,5.8,775900,2,0,0,0,1,0,0,1,0,1,0,0,0
11124,380000,1598,110,7.0,182000,21,0,0,0,1,0,1,0,0,0,0,0,1
11125,176000,1598,110,7.0,240000,24,0,0,0,1,0,1,0,0,0,0,0,1
11126,241300,1598,110,6.5,259000,19,0,0,0,1,0,1,0,0,0,0,0,1
11127,37000,1598,132,6.3,679000,5,0,0,0,1,0,1,0,0,0,0,0,1
11128,310000,1332,86,6.9,175000,23,0,0,0,1,0,1,0,0,0,0,0,1
11129,88250,1364,90,4.1,575500,8,0,0,0,1,0,0,0,1,0,1,0,0
11130,160000,1364,90,4.9,350000,14,0,0,0,1,0,1,0,0,0,1,0,0
11131,146500,1598,110,7.5,380000,17,0,0,0,1,0,1,0,0,0,0,0,1
11132,175250,1364,90,4.1,475000,9,0,0,0,1,0,0,0,1,0,1,0,0
11133,198000,1364,90,4.9,290000,15,0,0,0,1,0,1,0,0,0,1,0,0
11134,192000,1598,132,6.1,620000,6,0,0,0,1,0,0,1,0,0,0,0,1
11135,128000,1329,99,5.8,478000,9,0,0,0,1,0,1,0,0,0,0,0,1
11136,154000,1364,90,4.9,350000,17,0,0,0,1,0,1,0,0,0,1,0,0
11137,137000,1598,110,7.0,319000,17,0,0,0,1,0,1,0,0,0,0,0,1
11138,293000,1598,110,7.0,275000,16,0,0,0,1,0,1,0,0,1,0,0,0
11139,140000,1364,90,4.1,495000,9,0,0,0,1,0,1,0,0,0,1,0,0
11140,52500,1598,132,6.3,525000,6,0,0,0,1,0,1,0,0,1,0,0,0
11141,201000,1587,110,7.4,260000,23,0,0,0,1,0,1,0,0,0,0,0,1
11142,273000,1598,110,7.0,229000,23,0,0,0,1,0,1,0,0,0,0,0,1
11143,169000,1364,90,4.1,500000,7,0,0,0,1,0,1,0,0,0,1,0,0
11144,155000,1598,110,7.5,340000,17,0,0,0,1,0,0,1,0,0,0,0,1
11145,12500,1798,98,3.5,1050000,1,0,0,0,1,0,0,1,0,0,0,1,0
11146,228000,1365,90,4.9,290000,13,0,0,0,1,0,1,0,0,0,1,0,0
11147,26300,1598,132,6.1,670000,5,0,0,0,1,0,0,1,0,0,0,0,1
11148,246000,1598,110,7.0,256000,22,0,0,0,1,0,1,0,0,0,0,0,1
11149,218000,1364,90,4.9,325000,16,0,0,0,1,0,0,0,1,0,1,0,0
11150,245000,1364,90,4.8,364900,12,0,0,0,1,0,0,0,1,0,1,0,0
11151,148000,1598,110,6.5,350000,18,0,0,0,1,0,1,0,0,0,0,0,1
11152,174000,1598,110,7.0,300000,21,0,0,0,1,0,1,0,0,0,0,0,1
11153,272000,1598,124,7.1,415000,12,0,0,0,1,0,0,1,0,0,0,0,1
11154,250000,1598,110,7.0,198750,22,0,0,0,1,0,1,0,0,0,0,0,1
11155,110000,1598,132,6.3,550000,8,0,0,0,1,0,1,0,0,0,0,0,1
11156,280000,1365,90,4.9,235000,14,0,0,0,1,0,1,0,0,0,1,0,0
11157,81000,1798,98,3.5,782000,4,0,0,0,1,0,0,1,0,0,0,1,0
11158,6001,1490,125,5.8,755000,1,0,0,0,1,0,0,1,0,1,0,0,0
11159,187000,1598,110,7.0,330000,22,0,0,0,1,0,1,0,0,0,0,0,1
11160,71000,1364,90,4.1,618000,5,0,0,0,1,0,1,0,0,0,1,0,0
11161,112000,1364,90,4.1,630000,5,0,0,0,1,0,0,0,1,0,1,0,0
11162,288000,1598,110,7.0,230000,21,0,0,0,1,0,1,0,0,0,0,0,1
11163,103000,1364,90,4.1,455000,9,0,0,0,1,0,0,0,1,0,1,0,0
11164,217800,1365,90,4.9,320000,13,0,0,0,1,0,1,0,0,0,1,0,0
11165,16000,1490,125,5.8,775000,2,0,0,0,1,0,0,1,0,1,0,0,0
11166,278000,1364,90,4.9,285000,16,0,0,0,1,0,1,0,0,0,1,0,0
11167,180000,1364,90,4.7,365000,12,0,0,0,1,0,1,0,0,0,1,0,0
11168,110000,1598,132,6.3,550000,8,0,0,0,1,0,1,0,0,0,0,0,1
11169,140000,1364,90,4.8,480000,10,0,0,0,1,0,0,0,1,0,1,0,0
11170,245000,1364,90,4.8,318500,16,0,0,0,1,0,1,0,0,0,1,0,0
11171,300000,1598,110,6.9,190000,24,0,0,0,1,0,0,1,0,0,0,0,1
11172,330000,1332,86,6.9,174000,24,0,0,0,1,0,1,0,0,0,0,0,1
11173,203000,1364,90,4.1,482000,5,0,0,0,1,0,0,0,1,0,1,0,0
11174,121000,1798,98,3.5,700000,3,0,0,0,1,0,0,1,0,0,0,1,0
11175,297000,1398,97,6.8,260000,21,0,0,0,1,0,1,0,0,0,0,0,1
11176,3950,1490,125,5.8,990000,1,0,0,0,1,0,0,1,0,1,0,0,0
11177,252000,1598,110,7.1,203750,26,0,0,0,1,0,1,0,0,0,0,0,1
11178,120000,1365,90,4.9,395000,14,0,0,0,1,0,1,0,0,0,1,0,0
11179,124000,1364,90,4.1,615000,7,0,0,0,1,0,1,0,0,0,1,0,0
11180,272000,1398,97,6.7,207000,17,0,0,0,1,0,1,0,0,0,0,0,1
11181,305000,1332,86,6.9,162000,24,0,0,0,1,0,1,0,0,0,0,0,1
11182,161000,1598,110,6.5,315000,18,0,0,0,1,0,1,0,0,0,0,0,1
11183,337000,1364,90,4.9,290000,14,0,0,0,1,0,1,0,0,0,1,0,0
11184,242233,1598,110,7.0,235000,24,0,0,0,1,0,1,0,0,0,0,0,1
11185,248000,1364,90,4.8,255000,17,0,0,0,1,0,0,0,1,0,1,0,0
11186,134000,1329,99,5.8,429900,8,0,0,0,1,0,1,0,0,1,0,0,0
11187,189000,1364,90,4.9,369750,15,0,0,0,1,0,0,0,1,0,1,0,0
11188,20000,1598,132,5.8,705000,4,0,0,0,1,0,1,0,0,1,0,0,0
11189,87000,1329,99,5.8,470000,8,0,0,0,1,0,1,0,0,0,0,0,1
11190,75061,1364,90,4.1,534900,9,0,0,0,1,0,1,0,0,0,1,0,0
11191,217000,1364,90,4.9,285000,17,0,0,0,1,0,0,0,1,0,1,0,0
11192,260000,1598,110,7.8,320000,17,0,0,0,1,0,0,1,0,0,0,0,1
11193,56000,1798,98,3.5,819100,4,0,0,0,1,0,0,1,0,0,0,1,0
11194,96000,1364,90,4.1,585000,6,0,0,0,1,0,0,0,1,0,1,0,0
11195,157000,1598,132,6.1,525000,9,0,0,0,1,0,0,1,0,0,0,0,1
11196,69000,1598,132,6.1,665000,6,0,0,0,1,0,0,1,0,0,0,0,1
11197,112500,1598,132,6.3,567000,8,0,0,0,1,0,1,0,0,0,0,0,1
11198,110000,1329,99,5.8,450000,8,0,0,0,1,0,1,0,0,0,0,0,1
11199,200000,1598,110,6.5,293000,18,0,0,0,1,0,1,0,0,0,0,0,1
11200,146000,1364,90,4.8,415000,13,0,0,0,1,0,0,0,1,0,1,0,0
11201,201000,1364,90,4.9,307000,17,0,0,0,1,0,1,0,0,0,1,0,0
11202,107000,1364,90,4.7,450000,11,0,0,0,1,0,1,0,0,0,1,0,0
11203,164818,1598,110,7.0,335000,18,0,0,0,1,0,1,0,0,0,0,0,1
11204,274000,1364,90,4.9,235000,16,0,0,0,1,0,1,0,0,0,1,0,0
11205,170000,1364,90,4.1,495000,7,0,0,0,1,0,0,0,1,0,1,0,0
11206,230000,1364,90,4.9,300000,17,0,0,0,1,0,1,0,0,0,1,0,0
11207,328000,1332,86,6.9,152500,24,0,0,0,1,0,1,0,0,0,0,0,1
11208,250000,1332,86,6.9,182000,24,0,0,0,1,0,1,0,0,0,0,0,1
11209,267000,1364,90,4.8,198000,17,0,0,0,1,0,1,0,0,0,1,0,0
11210,133000,1329,99,5.9,402000,12,0,0,0,1,0,1,0,0,0,0,0,1
11211,154000,1329,99,5.9,367000,12,0,0,0,1,0,1,0,0,0,0,0,1
11212,12000,1798,98,3.5,855000,1,0,0,0,1,0,0,1,0,0,0,1,0
11213,180000,1364,90,4.1,480000,9,0,0,0,1,0,1,0,0,0,1,0,0
11214,320000,1365,90,4.9,285500,14,0,0,0,1,0,1,0,0,0,1,0,0
11215,275000,1364,90,4.7,283000,11,0,0,0,1,0,1,0,0,0,1,0,0
11216,102000,1329,99,5.8,474500,7,0,0,0,1,0,1,0,0,0,0,0,1
11217,26300,1598,132,5.5,632999,3,0,0,0,1,0,0,1,0,0,0,0,1
11218,195000,1364,90,4.7,305000,12,0,0,0,1,0,1,0,0,0,1,0,0
11219,86180,1398,97,6.7,310000,16,0,0,0,1,0,1,0,0,1,0,0,0
11220,314000,1364,90,4.9,286500,15,0,0,0,1,0,1,0,0,0,1,0,0
11221,166000,1598,110,6.5,337500,17,0,0,0,1,0,1,0,0,0,0,0,1
11222,195000,1364,90,4.8,376000,12,0,0,0,1,0,0,0,1,0,1,0,0
11223,250000,1364,90,4.9,325000,15,0,0,0,1,0,1,0,0,0,1,0,0
11224,250000,1364,90,4.8,325000,11,0,0,0,1,0,0,0,1,0,1,0,0
11225,124000,1364,90,4.1,579750,5,0,0,0,1,0,0,0,1,0,1,0,0
11226,149500,1364,90,4.7,417750,13,0,0,0,1,0,1,0,0,0,1,0,0
11227,130000,1364,90,4.1,495000,10,0,0,0,1,0,1,0,0,0,1,0,0
11228,329000,1398,97,6.8,175000,22,0,0,0,1,0,1,0,0,0,0,0,1
11229,94000,1364,90,4.1,505000,7,0,0,0,1,0,1,0,0,0,1,0,0
11230,60700,1329,99,5.8,510000,7,0,0,0,1,0,1,0,0,0,0,0,1
11231,157000,1364,90,4.7,355000,12,0,0,0,1,0,1,0,0,0,1,0,0
11232,400000,1598,110,6.9,178000,22,0,0,0,1,0,1,0,0,0,0,0,1
11233,178000,1598,110,7.0,290000,18,0,0,0,1,0,1,0,0,0,0,0,1
11234,15500,1598,132,5.5,715000,3,0,0,0,1,0,0,1,0,1,0,0,0
11235,183000,1598,124,7.2,413500,13,0,0,0,1,0,1,0,0,0,0,0,1
11236,22000,1598,132,5.5,780000,3,0,0,0,1,0,0,1,0,0,0,0,1
11237,193000,1598,110,7.0,305000,20,0,0,0,1,0,1,0,0,0,0,0,1
11238,122000,1364,90,4.9,415000,11,0,0,0,1,0,1,0,0,0,1,0,0
11239,68000,1598,132,6.3,597000,5,0,0,0,1,0,1,0,0,0,0,0,1
11240,56000,1598,132,6.3,675000,5,0,0,0,1,0,1,0,0,0,0,0,1
11241,274000,1598,110,7.0,228000,22,0,0,0,1,0,1,0,0,0,0,0,1
11242,61000,1598,132,6.3,570000,6,0,0,0,1,0,1,0,0,0,0,0,1
11243,350000,1332,86,6.9,140000,24,0,0,0,1,0,1,0,0,0,0,0,1
11244,61000,1598,132,5.8,740000,4,0,0,0,1,0,1,0,0,0,0,0,1
11245,50800,1490,125,5.8,720000,2,0,0,0,1,0,0,1,0,1,0,0,0
11246,51000,1598,132,6.3,585000,8,0,0,0,1,0,1,0,0,0,0,0,1
11247,185000,1364,90,4.1,415000,10,0,0,0,1,0,0,0,1,0,1,0,0
11248,49000,1598,132,5.8,640000,4,0,0,0,1,0,1,0,0,1,0,0,0
11249,88000,1364,90,4.1,650000,5,0,0,0,1,0,0,0,1,0,1,0,0
11250,71000,1329,99,5.8,520000,6,0,0,0,1,0,1,0,0,0,0,0,1
11251,37750,1329,99,5.8,495000,8,0,0,0,1,0,1,0,0,1,0,0,0
11252,360000,1598,110,6.5,266750,19,0,0,0,1,0,1,0,0,0,0,0,1
11253,271000,1598,110,7.0,195000,24,0,0,0,1,0,1,0,0,0,0,0,1
11254,32500,1490,125,5.8,714000,2,0,0,0,1,0,0,1,0,1,0,0,0
11255,42900,1598,132,5.5,681450,3,0,0,0,1,0,0,1,0,0,0,0,1
11256,134000,1365,90,4.9,305000,14,0,0,0,1,0,1,0,0,0,1,0,0
11257,278000,1598,110,7.0,295000,21,0,0,0,1,0,1,0,0,0,0,0,1
11258,25000,1598,132,5.5,724000,3,0,0,0,1,0,0,1,0,0,0,0,1
11259,18000,1490,125,5.8,760000,2,0,0,0,1,0,0,1,0,1,0,0,0
11260,15000,1490,125,5.8,820000,2,0,0,0,1,0,0,1,0,1,0,0,0
11261,308000,1332,86,6.9,145000,23,0,0,0,1,0,1,0,0,0,0,0,1
11262,3700,1490,125,5.8,820000,1,0,0,0,1,0,0,1,0,1,0,0,0
11263,275600,1598,124,6.7,325000,15,0,0,0,1,0,0,0,1,0,0,0,1
11264,67500,1598,132,6.3,520000,9,0,0,0,1,0,1,0,0,0,0,0,1
11265,40200,1598,132,6.3,583500,5,0,0,0,1,0,1,0,0,1,0,0,0
11266,47728,1329,99,5.8,520000,7,0,0,0,1,0,1,0,0,0,0,0,1
11267,22500,1490,125,5.8,635000,2,0,0,0,1,0,0,1,0,1,0,0,0
11268,270000,1598,110,7.0,270000,22,0,0,0,1,0,1,0,0,0,0,0,1
11269,99000,1598,132,6.1,575000,8,0,0,0,1,0,0,1,0,0,0,0,1
11270,166000,1364,90,4.9,338000,15,0,0,0,1,0,1,0,0,0,1,0,0
11271,252000,1364,90,4.9,325000,13,0,0,0,1,0,0,0,1,0,1,0,0
11272,38000,1598,132,5.5,715000,3,0,0,0,1,0,0,1,0,0,0,0,1
11273,135000,1364,90,4.1,538000,5,0,0,0,1,0,0,0,1,0,1,0,0
11274,302000,1598,110,7.0,255000,18,0,0,0,1,0,1,0,0,0,0,0,1
11275,112600,1598,132,6.1,525000,8,0,0,0,1,0,0,1,0,1,0,0,0
11276,107000,1364,90,4.1,605750,5,0,0,0,1,0,0,0,1,0,1,0,0
11277,300827,1364,90,4.1,440000,8,0,0,0,1,0,1,0,0,0,1,0,0
11278,54412,1798,98,3.5,799000,4,0,0,0,1,0,0,1,0,0,0,1,0
11279,195000,1598,110,6.5,335000,16,0,0,0,1,0,1,0,0,0,0,0,1
11280,12000,1598,132,5.5,800000,3,0,0,0,1,0,0,1,0,1,0,0,0
11281,183000,1598,124,7.0,455000,11,0,0,0,1,0,1,0,0,0,0,0,1
11282,9800,1490,125,5.8,820000,2,0,0,0,1,0,0,1,0,1,0,0,0
11283,6100,1490,125,5.8,705000,2,0,0,0,1,0,0,1,0,1,0,0,0
11284,255000,1598,124,6.7,363000,15,0,0,0,1,0,0,0,1,0,0,0,1
11285,89000,1329,99,5.8,455000,8,0,0,0,1,0,1,0,0,0,0,0,1
11286,130000,1364,90,4.1,470000,8,0,0,0,1,0,0,0,1,0,1,0,0
11287,246000,1364,90,4.7,350000,12,0,0,0,1,0,1,0,0,0,1,0,0
11288,84000,1798,98,3.5,718500,4,0,0,0,1,0,0,1,0,0,0,1,0
11289,44000,1798,98,3.5,749000,3,0,0,0,1,0,0,1,0,0,0,1,0
11290,284000,1598,110,7.0,230000,22,0,0,0,1,0,1,0,0,0,0,0,1
11291,205000,1364,90,4.9,320000,15,0,0,0,1,0,1,0,0,0,1,0,0
11292,279000,1364,90,4.9,319000,16,0,0,0,1,0,1,0,0,0,1,0,0
11293,340000,1332,86,6.9,182000,24,0,0,0,1,0,1,0,0,0,0,0,1
11294,307000,1364,90,4.8,240000,16,0,0,0,1,0,1,0,0,0,1,0,0
11295,80000,1329,99,5.8,500000,6,0,0,0,1,0,1,0,0,0,0,0,1
11296,260000,1364,90,4.9,340000,14,0,0,0,1,0,1,0,0,0,1,0,0
11297,239000,1365,90,4.9,355000,14,0,0,0,1,0,1,0,0,0,1,0,0
11298,150000,1598,124,7.2,300000,14,0,0,0,1,0,0,1,0,1,0,0,0
11299,13500,1598,132,5.5,798500,3,0,0,0,1,0,0,1,0,1,0,0,0
11300,288000,1598,110,7.0,325000,21,0,0,0,1,0,1,0,0,0,0,0,1
11301,37000,1598,132,6.3,610000,5,0,0,0,1,0,1,0,0,1,0,0,0
11302,183000,1598,101,6.0,465000,12,0,0,0,1,0,0,1,0,0,0,0,1
11303,120000,1364,90,4.8,430000,12,0,0,0,1,0,0,0,1,0,1,0,0
11304,226000,1364,90,4.1,540000,10,0,0,0,1,0,0,0,1,0,1,0,0
11305,38000,1598,132,5.5,710000,4,0,0,0,1,0,0,1,0,1,0,0,0
11306,63000,1598,132,6.3,590000,5,0,0,0,1,0,1,0,0,0,0,0,1
11307,312000,1598,110,7.5,290000,18,0,0,0,1,0,0,1,0,0,0,0,1
11308,199000,1329,99,5.9,345000,11,0,0,0,1,0,1,0,0,0,0,0,1
11309,310000,1364,76,4.9,305500,12,0,0,0,1,0,1,0,0,0,1,0,0
11310,20000,1598,132,5.5,782500,3,0,0,0,1,0,0,1,0,0,0,0,1
11311,34997,1798,98,3.5,864000,2,0,0,0,1,0,0,1,0,0,0,1,0
11312,186900,1364,90,4.1,524000,6,0,0,0,1,0,1,0,0,0,1,0,0
11313,129090,1598,124,7.2,408000,14,0,0,0,1,0,0,1,0,0,0,0,1
11314,282000,1598,110,6.5,312000,19,0,0,0,1,0,1,0,0,0,0,0,1
11315,60000,1598,132,6.1,675000,5,0,0,0,1,0,0,1,0,1,0,0,0
11316,74000,1598,132,6.3,575000,5,0,0,0,1,0,1,0,0,0,0,0,1
11317,220000,1598,124,7.2,355000,14,0,0,0,1,0,0,1,0,0,0,0,1
11318,211000,1329,76,5.8,315000,13,0,0,0,1,0,1,0,0,0,0,0,1
11319,124000,1798,98,3.5,699000,3,0,0,0,1,0,0,1,0,0,0,1,0
11320,185000,1364,90,4.9,300000,15,0,0,0,1,0,0,0,1,0,1,0,0
11321,288000,1365,90,4.9,315000,13,0,0,0,1,0,0,0,1,0,1,0,0
11322,198500,1598,132,6.3,460000,8,0,0,0,1,0,1,0,0,0,0,0,1
11323,234000,1332,86,6.9,175000,23,0,0,0,1,0,1,0,0,0,0,0,1
11324,133200,1598,110,6.5,305000,18,0,0,0,1,0,1,0,0,1,0,0,0
11325,197000,1364,90,4.8,365000,11,0,0,0,1,0,0,0,1,0,1,0,0
11326,112500,1329,99,5.9,375000,12,0,0,0,1,0,1,0,0,1,0,0,0
11327,242000,1364,90,4.8,325000,17,0,0,0,1,0,0,0,1,0,1,0,0
11328,122000,1364,90,4.1,511900,8,0,0,0,1,0,0,0,1,0,1,0,0
11329,156000,1329,99,5.8,440000,8,0,0,0,1,0,1,0,0,0,0,0,1
11330,197000,1364,90,4.8,385000,12,0,0,0,1,0,0,0,1,0,1,0,0
11331,60200,1798,98,3.5,748500,4,0,0,0,1,0,0,1,0,0,0,1,0
11332,130000,1598,124,7.1,487500,12,0,0,0,1,0,0,1,0,0,0,0,1
11333,256000,1598,110,7.0,250000,16,0,0,0,1,0,1,0,0,1,0,0,0
11334,112000,1598,132,6.3,510000,7,0,0,0,1,0,1,0,0,0,0,0,1
11335,19000,1329,99,5.8,600000,6,0,0,0,1,0,1,0,0,1,0,0,0
11336,96000,1364,90,4.1,599000,6,0,0,0,1,0,0,0,1,0,1,0,0
11337,47000,1598,132,6.3,580000,5,0,0,0,1,0,1,0,0,0,0,0,1
11338,23000,1598,132,6.3,700000,5,0,0,0,1,0,1,0,0,1,0,0,0
11339,133000,1364,90,4.1,550000,7,0,0,0,1,0,1,0,0,0,1,0,0
11340,89000,1329,99,5.8,409000,10,0,0,0,1,0,1,0,0,1,0,0,0
11341,23000,1798,98,3.5,835000,2,0,0,0,1,0,0,1,0,0,0,1,0
11342,215800,1364,90,4.9,328000,14,0,0,0,1,0,0,0,1,0,1,0,0
11343,119460,1598,124,7.2,453000,14,0,0,0,1,0,1,0,0,0,0,0,1
11344,146000,1364,76,4.9,442000,12,0,0,0,1,0,1,0,0,0,1,0,0
11345,22000,1798,98,3.5,805000,3,0,0,0,1,0,0,1,0,0,0,1,0
11346,307000,1598,124,7.1,360000,12,0,0,0,1,0,0,1,0,0,0,0,1
11347,54000,1598,132,6.3,490000,6,0,0,0,1,0,1,0,0,1,0,0,0
11348,117000,1364,90,4.1,494000,8,0,0,0,1,0,1,0,0,0,1,0,0
11349,48000,1364,90,4.1,825000,10,0,0,0,1,0,1,0,0,0,0,0,1
11350,54000,1598,132,6.3,662500,5,0,0,0,1,0,1,0,0,0,0,0,1
11351,42000,1598,132,6.3,617500,5,0,0,0,1,0,1,0,0,0,0,0,1
11352,270000,1364,90,4.9,358000,14,0,0,0,1,0,0,0,1,0,1,0,0
11353,192000,1364,90,4.9,369750,16,0,0,0,1,0,0,0,1,0,1,0,0
11354,270000,1332,86,6.9,172000,24,0,0,0,1,0,1,0,0,0,0,0,1
11355,87000,1598,126,6.0,448500,13,0,0,0,1,0,0,1,0,0,0,0,1
11356,247000,1598,110,7.0,295000,21,0,0,0,1,0,0,1,0,1,0,0,0
11357,132000,1364,90,4.9,345000,16,0,0,0,1,0,1,0,0,0,1,0,0
11358,278000,1398,97,6.8,215000,22,0,0,0,1,0,1,0,0,0,0,0,1
11359,191200,1364,90,4.1,459000,8,0,0,0,1,0,0,0,1,0,1,0,0
11360,190000,1329,99,5.8,475000,10,0,0,0,1,0,1,0,0,0,0,0,1
11361,65000,1364,90,4.1,540000,6,0,0,0,1,0,1,0,0,0,1,0,0
11362,80000,1364,90,4.1,500000,10,0,0,0,1,0,1,0,0,0,1,0,0
11363,207000,1598,110,7.0,285000,20,0,0,0,1,0,1,0,0,0,0,0,1
11364,72813,1598,132,5.5,718000,3,0,0,0,1,0,0,1,0,1,0,0,0
11365,48000,1329,99,5.8,539000,6,0,0,0,1,0,1,0,0,1,0,0,0
11366,102000,1364,90,4.1,515000,8,0,0,0,1,0,0,0,1,0,1,0,0
11367,243000,1598,110,7.0,297500,19,0,0,0,1,0,1,0,0,0,0,0,1
11368,109500,1598,132,6.1,632000,6,0,0,0,1,0,0,1,0,0,0,0,1
11369,246000,1329,99,5.8,338000,8,0,0,0,1,0,1,0,0,0,0,0,1
11370,35000,1598,132,6.3,679750,6,0,0,0,1,0,1,0,0,1,0,0,0
11371,231000,1598,110,7.0,215000,23,0,0,0,1,0,1,0,0,0,0,0,1
11372,186000,1398,97,6.8,218000,21,0,0,0,1,0,1,0,0,0,0,0,1
11373,500000,1598,124,7.0,255000,12,0,0,0,1,0,1,0,0,0,0,0,1
11374,74500,1598,132,6.3,555000,10,0,0,0,1,0,1,0,0,1,0,0,0
11375,254000,1598,110,7.5,249000,19,0,0,0,1,0,0,1,0,0,0,0,1
11376,39000,1598,132,5.5,732000,3,0,0,0,1,0,0,1,0,1,0,0,0
11377,7200,1598,132,5.5,785000,3,0,0,0,1,0,0,1,0,1,0,0,0
11378,63000,1598,132,6.3,667500,6,0,0,0,1,0,1,0,0,0,0,0,1
11379,190000,1598,110,7.9,320000,20,0,0,0,1,0,0,1,0,0,0,0,1
11380,25000,1598,132,5.5,782000,3,0,0,0,1,0,0,1,0,1,0,0,0
11381,29000,1598,132,5.5,792000,3,0,0,0,1,0,0,1,0,0,0,0,1
11382,117000,1598,132,6.1,545000,7,0,0,0,1,0,0,1,0,0,0,0,1
11383,234000,1598,110,7.0,254000,22,0,0,0,1,0,1,0,0,1,0,0,0
11384,175000,1364,90,4.1,477000,6,0,0,0,1,0,1,0,0,0,1,0,0
11385,99500,1364,90,4.7,455000,11,0,0,0,1,0,1,0,0,0,1,0,0
11386,248000,1332,86,6.9,192000,23,0,0,0,1,0,1,0,0,0,0,0,1
11387,243000,1364,90,4.9,325000,14,0,0,0,1,0,1,0,0,0,1,0,0
11388,258000,1598,110,7.0,310000,18,0,0,0,1,0,1,0,0,0,0,0,1
11389,230000,1364,90,4.8,350000,12,0,0,0,1,0,0,0,1,0,1,0,0
11390,211000,1398,97,6.7,285000,20,0,0,0,1,0,1,0,0,0,0,0,1
11391,43000,1364,90,4.1,545750,10,0,0,0,1,0,1,0,0,0,1,0,0
11392,12599,1598,132,6.1,680000,5,0,0,0,1,0,0,1,0,1,0,0,0
11393,180000,1364,90,4.1,470000,10,0,0,0,1,0,1,0,0,0,1,0,0
11394,12000,1598,132,5.5,760000,3,0,0,0,1,0,0,1,0,0,0,0,1
11395,208000,1364,90,4.8,505000,11,0,0,0,1,0,0,0,1,0,1,0,0
11396,265350,1364,90,4.9,310000,16,0,0,0,1,0,0,0,1,0,1,0,0
11397,48235,1490,125,5.8,720000,2,0,0,0,1,0,0,1,0,0,0,0,1
11398,33200,1598,132,5.8,635000,4,0,0,0,1,0,1,0,0,1,0,0,0
11399,59000,1329,99,5.8,475750,6,0,0,0,1,0,1,0,0,1,0,0,0
11400,146000,1364,90,4.1,525000,7,0,0,0,1,0,1,0,0,0,1,0,0
11401,231000,1365,90,4.9,285000,13,0,0,0,1,0,0,0,1,0,1,0,0
11402,102000,1364,90,4.1,560000,7,0,0,0,1,0,0,0,1,0,1,0,0
11403,90000,1364,90,4.1,539500,9,0,0,0,1,0,1,0,0,0,1,0,0
11404,127000,1364,90,4.1,523000,7,0,0,0,1,0,0,0,1,0,1,0,0
11405,221500,1365,90,4.9,336000,14,0,0,0,1,0,0,0,1,0,1,0,0
11406,233000,1365,90,4.9,295000,14,0,0,0,1,0,0,0,1,0,1,0,0
11407,240000,1364,90,4.9,350000,15,0,0,0,1,0,0,0,1,0,1,0,0
11408,218000,1364,90,4.9,298500,15,0,0,0,1,0,0,0,1,0,1,0,0
11409,240000,1598,124,6.9,322000,14,0,0,0,1,0,1,0,0,0,0,0,1
11410,214000,1598,110,7.8,360000,17,0,0,0,1,0,0,1,0,1,0,0,0
11411,356000,1598,110,6.9,217500,24,0,0,0,1,0,1,0,0,0,0,0,1
11412,181000,1598,132,6.3,540000,5,0,0,0,1,0,1,0,0,0,0,0,1
11413,140000,1364,90,4.1,420000,8,0,0,0,1,0,1,0,0,0,1,0,0
11414,168000,1364,90,4.8,500000,10,0,0,0,1,0,1,0,0,0,1,0,0
11415,217000,1364,90,4.9,320000,15,0,0,0,1,0,1,0,0,0,1,0,0
11416,199000,1365,90,4.9,395000,14,0,0,0,1,0,0,0,1,0,1,0,0
11417,39000,1598,132,5.5,720000,3,0,0,0,1,0,0,1,0,0,0,0,1
11418,335000,1364,90,4.7,274000,12,0,0,0,1,0,1,0,0,0,1,0,0
11419,120000,1364,90,4.1,528000,7,0,0,0,1,0,0,0,1,0,1,0,0
